episode,total_reward,steps_survived,success_flag,epsilon
54933,50,300,0,0.1278296178543582
54934,-3,260,0,0.12782483115258522
54935,80,300,0,0.12782004463005484
54936,-8,161,0,0.12781525828676035
54937,-13,161,0,0.12781047212269506
54938,22,161,0,0.12780568613785223
54939,50,300,0,0.12780090033222516
54940,65,300,0,0.12779611470580712
54941,16,183,0,0.12779132925859144
54942,-8,161,0,0.12778654399057138
54943,42,261,0,0.12778175890174023
54944,-18,161,0,0.1277769739920913
54945,17,161,0,0.12777218926161785
54946,2,161,0,0.1277674047103132
54947,70,300,0,0.12776262033817062
54948,70,300,0,0.12775783614518343
54949,-28,161,0,0.1277530521313449
54950,27,236,0,0.12774826829664834
54951,40,300,0,0.127743484641087
54952,18,215,0,0.12773870116465422
54953,50,300,0,0.12773391786734326
54954,75,300,0,0.1277291347491474
54955,7,161,0,0.12772435181005998
54956,7,161,0,0.12771956905007426
54957,17,161,0,0.12771478646918355
54958,12,211,0,0.12771000406738114
54959,80,300,0,0.12770522184466032
54960,12,161,0,0.12770043980101436
54961,22,161,0,0.12769565793643659
54962,80,300,0,0.1276908762509203
54963,70,300,0,0.12768609474445877
54964,65,300,0,0.1276813134170453
54965,65,300,0,0.1276765322686732
54966,100,300,0,0.12767175129933575
54967,12,161,0,0.12766697050902626
54968,75,300,0,0.127662189897738
54969,65,300,0,0.12765740946546428
54970,80,300,0,0.12765262921219842
54971,41,283,0,0.12764784913793367
54972,22,161,0,0.12764306924266336
54973,17,161,0,0.1276382895263808
54974,80,300,0,0.12763350998907924
54975,-3,161,0,0.12762873063075203
54976,27,287,0,0.12762395145139244
54977,-18,161,0,0.12761917245099377
54978,12,161,0,0.12761439362954932
54979,95,300,0,0.1276096149870524
54980,48,293,0,0.12760483652349627
54981,12,161,0,0.12760005823887427
54982,17,161,0,0.1275952801331797
54983,80,300,0,0.12759050220640583
54984,17,161,0,0.127585724458546
54985,22,161,0,0.12758094688959346
54986,100,300,0,0.12757616949954154
54987,27,262,0,0.12757139228838354
54988,54,299,0,0.1275666152561128
54989,22,161,0,0.12756183840272256
54990,17,161,0,0.12755706172820613
54991,17,161,0,0.12755228523255685
54992,17,161,0,0.127547508915768
54993,17,161,0,0.12754273277783287
54994,43,265,0,0.12753795681874477
54995,95,300,0,0.127533181038497
54996,70,300,0,0.12752840543708288
54997,70,300,0,0.1275236300144957
54998,26,209,0,0.12751885477072877
54999,60,300,0,0.12751407970577538
55000,50,300,0,0.12750930481962885
55001,22,161,0,0.1275045301122825
55002,22,211,0,0.12749975558372958
55003,75,300,0,0.12749498123396344
55004,75,300,0,0.12749020706297737
55005,22,161,0,0.12748543307076468
55006,75,300,0,0.1274806592573187
55007,22,161,0,0.12747588562263268
55008,60,300,0,0.12747111216669996
55009,50,300,0,0.12746633888951384
55010,80,300,0,0.12746156579106763
55011,70,300,0,0.12745679287135464
55012,75,300,0,0.1274520201303682
55013,60,300,0,0.12744724756810155
55014,69,298,0,0.12744247518454807
55015,75,300,0,0.12743770297970103
55016,70,300,0,0.12743293095355374
55017,33,242,0,0.1274281591060995
55018,80,300,0,0.12742338743733164
55019,90,300,0,0.12741861594724346
55020,70,300,0,0.12741384463582828
55021,65,300,0,0.1274090735030794
55022,17,161,0,0.12740430254899013
55023,65,300,0,0.1273995317735538
55024,75,300,0,0.12739476117676365
55025,75,300,0,0.12738999075861307
55026,15,253,0,0.12738522051909534
55027,75,300,0,0.12738045045820376
55028,17,161,0,0.12737568057593165
55029,90,300,0,0.12737091087227234
55030,41,282,0,0.12736614134721913
55031,-129,284,0,0.12736137200076533
55032,40,300,0,0.12735660283290423
55033,12,161,0,0.12735183384362916
55034,0,300,0,0.12734706503293344
55035,12,161,0,0.12734229640081038
55036,80,300,0,0.12733752794725328
55037,7,161,0,0.1273327596722555
55038,70,300,0,0.1273279915758103
55039,7,161,0,0.127323223657911
55040,80,300,0,0.12731845591855093
55041,-3,161,0,0.12731368835772341
55042,39,298,0,0.12730892097542174
55043,9,171,0,0.12730415377163923
55044,2,161,0,0.1272993867463692
55045,17,161,0,0.127294619899605
55046,80,300,0,0.1272898532313399
55047,14,249,0,0.12728508674156724
55048,22,186,0,0.12728032043028034
55049,17,161,0,0.1272755542974725
55050,75,300,0,0.12727078834313704
55051,22,161,0,0.12726602256726727
55052,54,298,0,0.12726125696985652
55053,85,300,0,0.1272564915508981
55054,59,298,0,0.12725172631038534
55055,45,276,0,0.12724696124831153
55056,17,161,0,0.12724219636467002
55057,65,300,0,0.12723743165945411
55058,22,161,0,0.12723266713265713
55059,17,161,0,0.1272279027842724
55060,7,161,0,0.1272231386142932
55061,49,298,0,0.12721837462271293
55062,65,300,0,0.12721361080952484
55063,85,300,0,0.12720884717472228
55064,22,161,0,0.12720408371829856
55065,90,300,0,0.12719932044024698
55066,22,161,0,0.1271945573405609
55067,75,300,0,0.12718979441923361
55068,90,300,0,0.12718503167625847
55069,22,161,0,0.12718026911162875
55070,85,300,0,0.1271755067253378
55071,7,263,0,0.12717074451737895
55072,22,161,0,0.1271659824877455
55073,70,300,0,0.1271612206364308
55074,55,300,0,0.12715645896342814
55075,-3,161,0,0.12715169746873087
55076,7,161,0,0.1271469361523323
55077,55,300,0,0.12714217501422576
55078,7,161,0,0.12713741405440457
55079,-8,161,0,0.12713265327286205
55080,17,161,0,0.12712789266959154
55081,-3,161,0,0.12712313224458635
55082,12,161,0,0.12711837199783982
55083,75,300,0,0.12711361192934525
55084,70,300,0,0.12710885203909597
55085,65,300,0,0.12710409232708533
55086,22,161,0,0.12709933279330662
55087,22,161,0,0.12709457343775318
55088,35,277,0,0.12708981426041835
55089,90,300,0,0.12708505526129546
55090,80,300,0,0.12708029644037783
55091,17,161,0,0.12707553779765876
55092,22,161,0,0.1270707793331316
55093,55,300,0,0.12706602104678968
55094,75,300,0,0.12706126293862632
55095,70,300,0,0.12705650500863486
55096,25,300,0,0.12705174725680862
55097,75,300,0,0.12704698968314093
55098,50,300,0,0.12704223228762512
55099,17,161,0,0.1270374750702545
55100,65,300,0,0.12703271803102242
55101,-3,161,0,0.1270279611699222
55102,65,300,0,0.12702320448694718
55103,17,161,0,0.12701844798209067
55104,90,300,0,0.127013691655346
55105,44,298,0,0.12700893550670656
55106,75,300,0,0.1270041795361656
55107,-3,161,0,0.1269994237437165
55108,65,300,0,0.1269946681293526
55109,60,300,0,0.12698991269306717
55110,41,284,0,0.12698515743485358
55111,12,161,0,0.12698040235470517
55112,17,161,0,0.12697564745261528
55113,39,299,0,0.12697089272857723
55114,29,273,0,0.12696613818258434
55115,55,300,0,0.12696138381462996
55116,12,161,0,0.1269566296247074
55117,45,300,0,0.12695187561281002
55118,17,161,0,0.12694712177893114
55119,65,300,0,0.1269423681230641
55120,70,300,0,0.1269376146452022
55121,55,300,0,0.12693286134533882
55122,7,161,0,0.12692810822346728
55123,44,298,0,0.12692335527958093
55124,22,161,0,0.1269186025136731
55125,60,300,0,0.1269138499257371
55126,75,300,0,0.1269090975157663
55127,95,300,0,0.126904345283754
55128,70,300,0,0.12689959322969355
55129,22,161,0,0.12689484135357829
55130,12,161,0,0.12689008965540155
55131,42,285,0,0.12688533813515668
55132,41,284,0,0.126880586792837
55133,80,300,0,0.12687583562843588
55134,70,300,0,0.12687108464194663
55135,50,300,0,0.1268663338333626
55136,60,300,0,0.12686158320267713
55137,95,300,0,0.12685683274988352
55138,17,161,0,0.12685208247497515
55139,70,300,0,0.12684733237794535
55140,60,300,0,0.12684258245878746
55141,55,300,0,0.12683783271749483
55142,22,161,0,0.12683308315406078
55143,17,161,0,0.12682833376847863
55144,2,161,0,0.12682358456074175
55145,54,298,0,0.12681883553084347
55146,75,300,0,0.12681408667877717
55147,22,161,0,0.12680933800453614
55148,22,161,0,0.12680458950811374
55149,80,300,0,0.1267998411895033
55150,70,300,0,0.12679509304869818
55151,6,281,0,0.12679034508569173
55152,17,161,0,0.12678559730047725
55153,17,161,0,0.12678084969304812
55154,64,299,0,0.12677610226339767
55155,75,300,0,0.12677135501151923
55156,38,265,0,0.12676660793740618
55157,16,208,0,0.12676186104105183
55158,70,300,0,0.12675711432244954
55159,30,300,0,0.12675236778159266
55160,7,161,0,0.1267476214184745
55161,-28,161,0,0.12674287523308844
55162,15,300,0,0.12673812922542782
55163,12,161,0,0.12673338339548595
55164,19,174,0,0.1267286377432562
55165,12,161,0,0.12672389226873196
55166,70,300,0,0.1267191469719065
55167,-8,161,0,0.12671440185277322
55168,75,300,0,0.12670965691132544
55169,54,299,0,0.1267049121475565
55170,60,300,0,0.12670016756145977
55171,17,161,0,0.12669542315302856
55172,-23,161,0,0.12669067892225627
55173,30,277,0,0.1266859348691362
55174,-8,161,0,0.12668119099366174
55175,11,231,0,0.1266764472958262
55176,75,300,0,0.12667170377562292
55177,8,216,0,0.1266669604330453
55178,55,300,0,0.12666221726808663
55179,22,161,0,0.1266574742807403
55180,80,300,0,0.12665273147099967
55181,80,300,0,0.12664798883885806
55182,45,300,0,0.12664324638430882
55183,20,202,0,0.1266385041073453
55184,65,300,0,0.12663376200796087
55185,22,161,0,0.12662902008614885
55186,7,161,0,0.12662427834190262
55187,7,161,0,0.12661953677521554
55188,22,161,0,0.12661479538608092
55189,59,298,0,0.12661005417449214
55190,-3,161,0,0.12660531314044254
55191,80,300,0,0.12660057228392546
55192,17,161,0,0.1265958316049343
55193,2,161,0,0.12659109110346234
55194,12,161,0,0.12658635077950298
55195,-8,161,0,0.12658161063304957
55196,80,300,0,0.12657687066409545
55197,25,250,0,0.126572130872634
55198,75,300,0,0.12656739125865854
55199,80,300,0,0.12656265182216245
55200,32,211,0,0.12655791256313906
55201,22,161,0,0.12655317348158174
55202,12,161,0,0.12654843457748385
55203,17,161,0,0.12654369585083874
55204,70,300,0,0.12653895730163975
55205,45,278,0,0.12653421892988026
55206,12,161,0,0.12652948073555362
55207,10,300,0,0.12652474271865316
55208,17,161,0,0.12652000487917225
55209,22,161,0,0.12651526721710427
55210,70,300,0,0.12651052973244253
55211,17,161,0,0.12650579242518045
55212,75,300,0,0.12650105529531133
55213,4,199,0,0.12649631834282857
55214,17,161,0,0.1264915815677255
55215,33,217,0,0.1264868449699955
55216,12,161,0,0.12648210854963188
55217,7,161,0,0.12647737230662803
55218,64,298,0,0.12647263624097732
55219,2,161,0,0.1264679003526731
55220,12,161,0,0.12646316464170873
55221,11,183,0,0.12645842910807756
55222,17,161,0,0.12645369375177296
55223,90,300,0,0.1264489585727883
55224,7,161,0,0.1264442235711169
55225,12,161,0,0.12643948874675215
55226,-8,161,0,0.1264347540996874
55227,90,300,0,0.12643001962991604
55228,17,161,0,0.12642528533743141
55229,80,300,0,0.12642055122222687
55230,22,161,0,0.12641581728429577
55231,80,300,0,0.12641108352363148
55232,20,228,0,0.12640634994022737
55233,12,161,0,0.1264016165340768
55234,27,286,0,0.12639688330517315
55235,50,300,0,0.12639215025350975
55236,12,161,0,0.12638741737907996
55237,75,300,0,0.1263826846818772
55238,70,300,0,0.12637795216189476
55239,17,161,0,0.12637321981912605
55240,-13,161,0,0.12636848765356443
55241,2,161,0,0.12636375566520325
55242,22,161,0,0.12635902385403588
55243,-28,161,0,0.12635429222005568
55244,70,300,0,0.126349560763256
55245,70,300,0,0.12634482948363027
55246,80,300,0,0.12634009838117177
55247,-5,201,0,0.12633536745587393
55248,40,300,0,0.1263306367077301
55249,80,300,0,0.1263259061367336
55250,22,161,0,0.12632117574287788
55251,5,200,0,0.12631644552615626
55252,7,264,0,0.1263117154865621
55253,12,161,0,0.12630698562408876
55254,13,219,0,0.12630225593872965
55255,40,300,0,0.1262975264304781
55256,55,300,0,0.12629279709932748
55257,75,300,0,0.12628806794527117
55258,21,259,0,0.12628333896830254
55259,64,298,0,0.12627861016841496
55260,-8,161,0,0.1262738815456018
55261,20,251,0,0.12626915309985642
55262,70,300,0,0.1262644248311722
55263,2,161,0,0.1262596967395425
55264,75,300,0,0.12625496882496068
55265,17,161,0,0.12625024108742014
55266,22,161,0,0.12624551352691424
55267,17,161,0,0.12624078614343634
55268,65,300,0,0.1262360589369798
55269,65,300,0,0.12623133190753802
55270,22,161,0,0.12622660505510436
55271,55,300,0,0.1262218783796722
55272,75,300,0,0.1262171518812349
55273,85,300,0,0.12621242555978582
55274,80,300,0,0.12620769941531834
55275,95,300,0,0.12620297344782586
55276,12,161,0,0.12619824765730173
55277,65,300,0,0.12619352204373932
55278,65,300,0,0.126188796607132
55279,22,161,0,0.12618407134747317
55280,50,300,0,0.1261793462647562
55281,30,300,0,0.12617462135897442
55282,55,300,0,0.12616989663012126
55283,22,161,0,0.12616517207819006
55284,30,254,0,0.12616044770317422
55285,75,300,0,0.1261557235050671
55286,-3,161,0,0.12615099948386208
55287,22,161,0,0.12614627563955252
55288,-3,161,0,0.1261415519721318
55289,60,300,0,0.12613682848159333
55290,2,161,0,0.12613210516793044
55291,24,195,0,0.12612738203113655
55292,54,298,0,0.126122659071205
55293,54,299,0,0.1261179362881292
55294,95,300,0,0.1261132136819025
55295,75,300,0,0.1261084912525183
55296,22,161,0,0.12610376899996995
55297,80,300,0,0.12609904692425083
55298,7,161,0,0.12609432502535434
55299,70,300,0,0.12608960330327385
55300,22,161,0,0.12608488175800273
55301,17,161,0,0.12608016038953437
55302,80,300,0,0.12607543919786215
55303,75,300,0,0.12607071818297946
55304,100,300,0,0.12606599734487967
55305,70,300,0,0.12606127668355616
55306,65,300,0,0.1260565561990023
55307,60,300,0,0.1260518358912115
55308,35,225,0,0.1260471157601771
55309,17,161,0,0.12604239580589252
55310,17,161,0,0.12603767602835111
55311,22,161,0,0.12603295642754628
55312,22,161,0,0.12602823700347138
55313,7,161,0,0.1260235177561198
55314,12,161,0,0.12601879868548496
55315,17,161,0,0.1260140797915602
55316,75,300,0,0.1260093610743389
55317,60,300,0,0.1260046425338145
55318,49,299,0,0.12599992416998032
55319,2,161,0,0.12599520598282976
55320,80,300,0,0.1259904879723562
55321,17,161,0,0.12598577013855305
55322,37,263,0,0.1259810524814137
55323,22,161,0,0.1259763350009315
55324,80,300,0,0.12597161769709983
55325,10,300,0,0.1259669005699121
55326,7,161,0,0.1259621836193617
55327,17,161,0,0.125957466845442
55328,50,300,0,0.1259527502481464
55329,44,271,0,0.12594803382746828
55330,22,161,0,0.12594331758340102
55331,75,300,0,0.125938601515938
55332,12,161,0,0.12593388562507263
55333,49,298,0,0.12592916991079828
55334,70,300,0,0.12592445437310834
55335,-3,161,0,0.12591973901199618
55336,65,300,0,0.12591502382745523
55337,65,300,0,0.12591030881947884
55338,12,161,0,0.12590559398806042
55339,90,300,0,0.12590087933319336
55340,70,300,0,0.12589616485487104
55341,60,300,0,0.12589145055308684
55342,-31,174,0,0.12588673642783416
55343,70,300,0,0.1258820224791064
55344,0,300,0,0.12587730870689695
55345,26,232,0,0.12587259511119916
55346,17,161,0,0.12586788169200647
55347,12,161,0,0.12586316844931225
55348,75,300,0,0.12585845538310989
55349,70,300,0,0.12585374249339276
55350,2,161,0,0.1258490297801543
55351,75,300,0,0.12584431724338788
55352,22,161,0,0.12583960488308688
55353,65,300,0,0.1258348926992447
55354,17,161,0,0.12583018069185473
55355,80,300,0,0.12582546886091037
55356,64,298,0,0.12582075720640498
55357,50,300,0,0.125816045728332
55358,-8,161,0,0.1258113344266848
55359,80,300,0,0.12580662330145678
55360,75,300,0,0.12580191235264132
55361,95,300,0,0.12579720158023183
55362,40,300,0,0.1257924909842217
55363,2,161,0,0.12578778056460432
55364,22,161,0,0.1257830703213731
55365,64,298,0,0.1257783602545214
55366,47,285,0,0.12577365036404267
55367,12,161,0,0.12576894064993027
55368,85,300,0,0.12576423111217758
55369,17,161,0,0.125759521750778
55370,55,300,0,0.12575481256572496
55371,80,300,0,0.12575010355701186
55372,-5,300,0,0.12574539472463206
55373,22,161,0,0.12574068606857897
55374,55,300,0,0.125735977588846
55375,65,300,0,0.12573126928542652
55376,17,161,0,0.12572656115831396
55377,12,161,0,0.1257218532075017
55378,30,300,0,0.12571714543298315
55379,60,300,0,0.1257124378347517
55380,44,298,0,0.12570773041280073
55381,22,161,0,0.12570302316712367
55382,17,161,0,0.1256983160977139
55383,22,161,0,0.12569360920456482
55384,22,161,0,0.12568890248766984
55385,-13,161,0,0.12568419594702238
55386,64,298,0,0.1256794895826158
55387,22,161,0,0.12567478339444352
55388,22,161,0,0.12567007738249894
55389,60,300,0,0.12566537154677546
55390,12,161,0,0.12566066588726646
55391,75,300,0,0.12565596040396537
55392,7,161,0,0.1256512550968656
55393,59,299,0,0.1256465499659605
55394,75,300,0,0.12564184501124354
55395,22,161,0,0.12563714023270808
55396,60,300,0,0.12563243563034754
55397,2,161,0,0.1256277312041553
55398,30,300,0,0.12562302695412478
55399,22,161,0,0.12561832288024938
55400,7,161,0,0.12561361898252252
55401,80,300,0,0.1256089152609376
55402,80,300,0,0.125604211715488
55403,44,274,0,0.12559950834616712
55404,54,298,0,0.1255948051529684
55405,28,290,0,0.12559010213588523
55406,75,300,0,0.125585399294911
55407,-13,161,0,0.12558069663003915
55408,49,298,0,0.12557599414126305
55409,17,161,0,0.12557129182857613
55410,65,300,0,0.1255665896919718
55411,65,300,0,0.12556188773144342
55412,80,300,0,0.12555718594698445
55413,17,161,0,0.12555248433858826
55414,7,161,0,0.1255477829062483
55415,9,171,0,0.12554308164995792
55416,17,161,0,0.1255383805697106
55417,7,161,0,0.12553367966549966
55418,75,300,0,0.12552897893731857
55419,85,300,0,0.12552427838516073
55420,17,161,0,0.12551957800901953
55421,32,237,0,0.1255148778088884
55422,-6,223,0,0.12551017778476073
55423,17,161,0,0.12550547793662994
55424,37,261,0,0.12550077826448947
55425,80,300,0,0.1254960787683327
55426,39,247,0,0.125491379448153
55427,2,161,0,0.12548668030394383
55428,17,186,0,0.1254819813356986
55429,13,219,0,0.1254772825434107
55430,-8,161,0,0.12547258392707356
55431,90,300,0,0.12546788548668059
55432,13,194,0,0.1254631872222252
55433,37,263,0,0.12545848913370078
55434,45,300,0,0.12545379122110076
55435,29,299,0,0.12544909348441854
55436,95,300,0,0.12544439592364756
55437,17,161,0,0.12543969853878123
55438,12,161,0,0.12543500132981295
55439,49,298,0,0.12543030429673613
55440,80,300,0,0.12542560743954417
55441,25,252,0,0.1254209107582305
55442,95,300,0,0.12541621425278854
55443,65,300,0,0.1254115179232117
55444,17,161,0,0.1254068217694934
55445,17,262,0,0.12540212579162702
55446,-3,161,0,0.125397429989606
55447,22,161,0,0.1253927343634238
55448,17,161,0,0.12538803891307376
55449,44,274,0,0.12538334363854936
55450,60,300,0,0.12537864853984398
55451,2,161,0,0.12537395361695103
55452,80,300,0,0.12536925886986394
55453,17,161,0,0.12536456429857612
55454,22,161,0,0.125359869903081
55455,95,300,0,0.125355175683372
55456,22,161,0,0.12535048163944254
55457,90,300,0,0.125345787771286
55458,90,300,0,0.12534109407889582
55459,22,161,0,0.12533640056226542
55460,41,283,0,0.12533170722138823
55461,7,161,0,0.12532701405625765
55462,100,300,0,0.1253223210668671
55463,70,300,0,0.12531762825321002
55464,7,161,0,0.1253129356152798
55465,19,220,0,0.1253082431530699
55466,22,161,0,0.12530355086657372
55467,95,300,0,0.12529885875578467
55468,-18,161,0,0.12529416682069616
55469,17,161,0,0.12528947506130164
55470,-13,161,0,0.12528478347759453
55471,80,300,0,0.12528009206956822
55472,45,300,0,0.12527540083721617
55473,-55,225,0,0.12527070978053176
55474,80,300,0,0.12526601889950845
55475,22,161,0,0.12526132819413965
55476,65,300,0,0.12525663766441877
55477,12,161,0,0.12525194731033926
55478,12,161,0,0.1252472571318945
55479,22,161,0,0.12524256712907794
55480,30,201,0,0.12523787730188302
55481,2,161,0,0.12523318765030314
55482,90,300,0,0.12522849817433174
55483,75,300,0,0.12522380887396223
55484,75,300,0,0.12521911974918803
55485,75,300,0,0.12521443080000258
55486,80,300,0,0.12520974202639928
55487,32,211,0,0.1252050534283716
55488,31,207,0,0.12520036500591292
55489,54,298,0,0.1251956767590167
55490,22,161,0,0.1251909886876763
55491,59,299,0,0.12518630079188522
55492,-8,161,0,0.1251816130716369
55493,41,283,0,0.1251769255269247
55494,17,161,0,0.12517223815774206
55495,75,300,0,0.12516755096408244
55496,22,161,0,0.12516286394593926
55497,80,300,0,0.12515817710330593
55498,70,300,0,0.12515349043617588
55499,4,298,0,0.12514880394454256
55500,-28,161,0,0.12514411762839936
55501,60,300,0,0.12513943148773973
55502,17,161,0,0.1251347455225571
55503,12,161,0,0.1251300597328449
55504,100,300,0,0.1251253741185966
55505,70,300,0,0.12512068867980555
55506,75,300,0,0.12511600341646523
55507,17,161,0,0.12511131832856903
55508,80,300,0,0.12510663341611042
55509,70,300,0,0.12510194867908284
55510,22,161,0,0.12509726411747968
55511,80,300,0,0.1250925797312944
55512,7,161,0,0.1250878955205204
55513,12,161,0,0.12508321148515117
55514,75,300,0,0.12507852762518007
55515,80,300,0,0.1250738439406006
55516,12,161,0,0.12506916043140612
55517,95,300,0,0.1250644770975901
55518,12,161,0,0.125059793939146
55519,17,161,0,0.12505511095606725
55520,-1,298,0,0.12505042814834724
55521,70,300,0,0.1250457455159794
55522,25,204,0,0.1250410630589572
55523,70,300,0,0.12503638077727408
55524,22,161,0,0.12503169867092345
55525,95,300,0,0.12502701673989874
55526,17,161,0,0.1250223349841934
55527,12,161,0,0.12501765340380086
55528,75,300,0,0.12501297199871456
55529,22,161,0,0.12500829076892792
55530,19,171,0,0.1250036097144344
55531,60,300,0,0.12499892883522741
55532,2,161,0,0.12499424813130042
55533,65,300,0,0.12498956760264683
55534,19,171,0,0.1249848872492601
55535,41,283,0,0.12498020707113366
55536,22,161,0,0.12497552706826096
55537,70,300,0,0.12497084724063541
55538,14,196,0,0.12496616758825047
55539,70,300,0,0.12496148811109956
55540,17,161,0,0.12495680880917613
55541,-13,161,0,0.12495212968247361
55542,70,300,0,0.12494745073098545
55543,65,300,0,0.12494277195470509
55544,22,161,0,0.12493809335362596
55545,-23,161,0,0.1249334149277415
55546,17,161,0,0.12492873667704515
55547,70,300,0,0.12492405860153036
55548,70,300,0,0.12491938070119056
55549,65,300,0,0.1249147029760192
55550,65,300,0,0.12491002542600971
55551,32,239,0,0.12490534805115554
55552,30,252,0,0.12490067085145011
55553,59,298,0,0.12489599382688689
55554,-23,161,0,0.12489131697745931
55555,100,300,0,0.12488664030316081
55556,60,300,0,0.12488196380398482
55557,70,300,0,0.12487728747992481
55558,65,300,0,0.1248726113309742
55559,22,161,0,0.12486793535712644
55560,-3,161,0,0.12486325955837498
55561,-8,161,0,0.12485858393471325
55562,16,207,0,0.1248539084861347
55563,65,300,0,0.12484923321263278
55564,12,161,0,0.12484455811420092
55565,100,300,0,0.12483988319083258
55566,95,300,0,0.1248352084425212
55567,42,288,0,0.12483053386926023
55568,80,300,0,0.12482585947104309
55569,70,300,0,0.12482118524786324
55570,75,300,0,0.12481651119971414
55571,65,300,0,0.12481183732658922
55572,80,300,0,0.12480716362848193
55573,65,300,0,0.12480249010538572
55574,95,300,0,0.12479781675729403
55575,60,300,0,0.12479314358420031
55576,55,300,0,0.124788470586098
55577,60,300,0,0.12478379776298057
55578,-3,161,0,0.12477912511484145
55579,80,300,0,0.12477445264167408
55580,33,269,0,0.12476978034347193
55581,70,300,0,0.12476510822022842
55582,80,300,0,0.12476043627193702
55583,7,161,0,0.12475576449859117
55584,24,173,0,0.12475109290018432
55585,7,161,0,0.12474642147670993
55586,32,238,0,0.12474175022816143
55587,49,298,0,0.12473707915453229
55588,-53,161,0,0.12473240825581594
55589,29,248,0,0.12472773753200585
55590,75,300,0,0.12472306698309546
55591,22,161,0,0.12471839660907821
55592,65,300,0,0.12471372640994757
55593,7,161,0,0.12470905638569699
55594,45,300,0,0.1247043865363199
55595,80,300,0,0.12469971686180978
55596,-3,161,0,0.12469504736216007
55597,85,300,0,0.12469037803736421
55598,-8,161,0,0.12468570888741567
55599,7,161,0,0.1246810399123079
55600,-13,161,0,0.12467637111203435
55601,95,300,0,0.12467170248658847
55602,60,300,0,0.12466703403596371
55603,-21,171,0,0.12466236576015353
55604,22,161,0,0.1246576976591514
55605,40,300,0,0.12465302973295074
55606,22,161,0,0.12464836198154503
55607,65,300,0,0.12464369440492772
55608,50,300,0,0.12463902700309225
55609,80,300,0,0.12463435977603209
55610,80,300,0,0.12462969272374069
55611,12,161,0,0.12462502584621152
55612,80,300,0,0.12462035914343801
55613,80,300,0,0.12461569261541364
55614,80,300,0,0.12461102626213184
55615,70,300,0,0.1246063600835861
55616,45,300,0,0.12460169407976984
55617,-13,161,0,0.12459702825067655
55618,22,161,0,0.12459236259629967
55619,17,161,0,0.12458769711663267
55620,9,197,0,0.12458303181166899
55621,65,300,0,0.1245783666814021
55622,69,299,0,0.12457370172582545
55623,55,300,0,0.12456903694493252
55624,17,161,0,0.12456437233871674
55625,65,300,0,0.12455970790717158
55626,60,300,0,0.1245550436502905
55627,22,161,0,0.12455037956806697
55628,22,161,0,0.12454571566049444
55629,39,298,0,0.12454105192756637
55630,80,300,0,0.12453638836927622
55631,80,300,0,0.12453172498561745
55632,12,161,0,0.12452706177658351
55633,65,300,0,0.12452239874216789
55634,95,300,0,0.12451773588236403
55635,-3,161,0,0.1245130731971654
55636,-3,161,0,0.12450841068656544
55637,80,300,0,0.12450374835055765
55638,-18,161,0,0.12449908618913547
55639,22,161,0,0.12449442420229236
55640,75,300,0,0.12448976239002178
55641,22,211,0,0.12448510075231721
55642,55,300,0,0.1244804392891721
55643,70,300,0,0.12447577800057992
55644,100,300,0,0.12447111688653413
55645,65,300,0,0.12446645594702818
55646,12,161,0,0.12446179518205555
55647,80,300,0,0.12445713459160972
55648,69,298,0,0.12445247417568413
55649,17,161,0,0.12444781393427225
55650,12,161,0,0.12444315386736754
55651,80,300,0,0.12443849397496348
55652,12,161,0,0.12443383425705352
55653,80,300,0,0.12442917471363114
55654,70,300,0,0.1244245153446898
55655,-23,161,0,0.12441985615022297
55656,75,300,0,0.12441519713022411
55657,80,300,0,0.1244105382846867
55658,22,161,0,0.12440587961360419
55659,2,161,0,0.12440122111697006
55660,75,300,0,0.12439656279477777
55661,64,299,0,0.1243919046470208
55662,17,212,0,0.1243872466736926
55663,-53,161,0,0.12438258887478665
55664,29,298,0,0.1243779312502964
55665,12,161,0,0.12437327380021536
55666,17,161,0,0.12436861652453696
55667,12,161,0,0.12436395942325468
55668,17,161,0,0.124359302496362
55669,75,300,0,0.12435464574385238
55670,80,300,0,0.1243499891657193
55671,50,300,0,0.12434533276195621
55672,12,161,0,0.1243406765325566
55673,22,161,0,0.12433602047751392
55674,100,300,0,0.12433136459682168
55675,80,300,0,0.12432670889047331
55676,-53,161,0,0.1243220533584623
55677,65,300,0,0.12431739800078212
55678,49,298,0,0.12431274281742624
55679,40,300,0,0.12430808780838813
55680,75,300,0,0.12430343297366127
55681,17,161,0,0.12429877831323913
55682,12,161,0,0.12429412382711517
55683,65,300,0,0.1242894695152829
55684,70,300,0,0.12428481537773575
55685,90,300,0,0.12428016141446722
55686,47,289,0,0.12427550762547078
55687,22,161,0,0.1242708540107399
55688,40,300,0,0.12426620057026805
55689,80,300,0,0.12426154730404872
55690,65,300,0,0.12425689421207536
55691,22,161,0,0.12425224129434147
55692,90,300,0,0.1242475885508405
55693,22,161,0,0.12424293598156595
55694,65,300,0,0.12423828358651129
55695,85,300,0,0.12423363136566999
55696,63,293,0,0.12422897931903554
55697,70,300,0,0.1242243274466014
55698,75,300,0,0.12421967574836106
55699,60,300,0,0.12421502422430798
55700,70,300,0,0.12421037287443565
55701,75,300,0,0.12420572169873755
55702,100,300,0,0.12420107069720715
55703,80,300,0,0.12419641986983793
55704,-3,161,0,0.12419176921662337
55705,85,300,0,0.12418711873755695
55706,12,161,0,0.12418246843263214
